     MaNGAID     objRA    objDec    g_ps1    r_ps1    i_ps1    z_ps1 gerr_ps1 rerr_ps1 ierr_ps1 zerr_ps1
 3-112312613 179.00818  19.45421   15.616   14.499   14.008   13.770    0.004    0.003    0.002    0.004
 3-112405549 177.99753  18.73021   16.284   15.065   14.222   13.856    0.005    0.007    0.010    0.003
 3-112497980 191.54009  10.85050   15.031   14.403   14.138   14.017    0.002    0.006    0.006    0.011
 3-112500468 179.46078  20.46080   15.784   14.555   13.710   13.299    0.006    0.006    0.002  999.000
 3-112500788 177.75859  18.93581   15.147   14.562   14.304   14.197    0.004    0.003    0.002    0.002
 3-112500822 177.49945  18.79883   14.776   14.050   13.795   13.678    0.006    0.004  999.000    0.010
 3-112591633 204.84359  -0.28186   16.311   16.360   16.481   16.581    0.006    0.003    0.006    0.006
 3-112594721 192.01173  10.71449   16.027   14.957   14.493   14.283    0.004    0.003    0.004    0.008
 3-112597256 178.46013  19.72003   15.767   14.561   13.782   13.446    0.005    0.004    0.003    0.023
 3-112597257 178.40260  19.68343   15.950   14.808   14.295   14.042    0.007    0.003    0.004    0.002
 3-112691023 206.36727  -1.34075   15.350   14.865   14.679   14.631    0.003    0.004    0.004    0.004
 3-112694611 191.99966  10.85337   16.619   16.168   16.225   16.276    0.126    0.048    0.068    0.055
 3-112694716 191.48288  11.45900   15.492   15.085   14.944   14.922    0.005    0.007    0.007    0.004
 3-112697316 177.56845  19.40262   15.166   14.533   14.297   14.205    0.003    0.005    0.001    0.004
 3-112794306 205.88485  -0.70507   17.326   16.959   16.813   16.771    0.004    0.003    0.006    0.004
 3-112797967 190.86799  12.25624   15.436   14.573   14.205   14.001    0.003    0.002    0.003    0.015
 3-112800323 177.79354  19.88457   15.187   14.490   14.205   14.066    0.008    0.002    0.002    0.006
 3-112897886 206.95909  -1.14690   16.893   16.542   16.428   16.395    0.003    0.008    0.004    0.006
 3-112901937 191.03184  12.32162   16.307   16.501   16.710   16.818    0.004    0.004    0.004    0.006
 3-112904234 178.53911  20.69447   16.642   15.463   14.564   14.151    0.004    0.003    0.004    0.005
 3-112904239 178.26555  20.75990   15.262   14.324   13.902   13.707    0.008    0.003    0.005    0.068
 3-112906591 166.40167  10.17471   15.863   15.773   15.859   15.923    0.003    0.003    0.002    0.002
 3-113005845 206.29537  -0.49258   17.736   17.365   17.251   17.218    0.003    0.004    0.006    0.005
 3-113005879 206.26917  -0.46990   17.362   17.118   17.044   17.025    0.006    0.001    0.006    0.003
 3-113009186 192.79158  11.12787   16.159   15.926   15.878   15.868    0.003    0.002    0.007    0.010
 3-113009275 192.27659  11.57741   15.099   14.699   14.576   14.529    0.005    0.002    0.005    0.007
 3-113012080 177.60382  20.37800   16.551   16.148   16.010   15.963    0.005    0.005    0.003    0.002
 3-113012116 177.42405  20.31028   15.631   14.909   14.682   14.567    0.002    0.003    0.005    0.002
 3-113117656 207.25813  -0.83009   14.639   14.528   14.606   14.634    0.025    0.020    0.008    0.017
 3-113117721 207.18163  -0.72597   15.839   15.749   15.788   15.834    0.003    0.008    0.004    0.003
 3-113117901 206.51092  -0.13400   16.041   15.365   15.036   14.882    0.003    0.002    0.005    0.000
 3-113121512 191.93096  12.20472   15.330   14.341   13.975   13.810    0.002    0.004    0.003  999.000
 3-113121685 191.22868  12.94888   16.038   15.155   14.745   14.542    0.004    0.004    0.004    0.004
 3-113124307 177.49719  20.40445   14.923   14.050   13.681   13.487    0.003    0.002    0.003    0.006
 3-113126540 166.67108  10.96982   15.569   14.412   13.716   13.372    0.005  999.000    0.007    0.003
 3-113126596 166.26281  10.71492   16.008   15.001   14.599   14.421    0.003    0.004    0.002    0.002
 3-113126600 166.20199  10.64434   16.550   15.357   14.926   14.484    0.005    0.005    0.057    0.003
 3-113126666 166.00561  10.33497   14.616   14.141   13.965   13.898  999.000    0.009    0.003    0.002
 3-113126736 165.56819  10.11020   15.360   14.569   14.265   14.147    0.006    0.008    0.003    0.003
 3-113230897 206.99694  -0.51577   17.282   16.868   16.725   16.670    0.005    0.007    0.002    0.004
 3-113230928 207.16259  -0.37815   15.359   14.778   14.544   14.450    0.003    0.004    0.001    0.001
 3-113231214 206.12029   0.47233   15.817   15.402   15.376   15.493    0.184    0.127    0.071    0.030
 3-113231244 206.11454   0.40304   16.019   15.847   15.820   15.837    0.003    0.003    0.002    0.005
 3-113344861 206.32674   0.41600   16.081   15.621   15.439   15.373    0.009  999.000    0.003    0.006
 3-113348038 193.39576  11.42691   16.759   16.458   16.371   16.327    0.004    0.005    0.006    0.004
 3-113348286 192.12030  12.58699   14.643   14.160   13.965   13.867    0.004    0.004    0.006  999.000
 3-113348314 191.90658  12.72768   15.154   14.542   14.342   14.251    0.003    0.004    0.004    0.007
 3-113348364 191.82507  12.90071   16.864   15.633   15.085   14.818    0.010    0.005    0.003    0.006
 3-113353286 166.68639  11.57734   15.408   14.903   14.693   14.610    0.006    0.001    0.001    0.002
 3-113353296 166.39365  11.35061   15.514   14.446   14.075   13.817    0.018  999.000    0.005    0.007
 3-113353297 166.40482  11.39757   16.426   15.253   14.578   14.278    0.004    0.004    0.004    0.004
 3-11344125  285.38593  33.46023   17.166   17.512   17.858   18.059    0.001    0.004    0.002    0.008
 3-113460552 207.24834   0.00304   15.489   14.884   14.631   14.523    0.004    0.005    0.006    0.010
 3-113460672 206.68169   0.51043   17.631   17.329   17.233   17.226    0.003    0.009    0.005    0.003
 3-113460740 206.62919   0.62655   14.776   14.228   13.967   13.866    0.004    0.002    0.005    0.004
 3-113464067 192.93669  12.24009   15.724   14.910   14.622   14.491    0.003    0.003    0.004    0.002
 3-113464234 192.24848  12.95159   16.725   16.351   16.230   16.198    0.005    0.003    0.004    0.005
 3-113464268 192.05085  13.09245   16.752   16.495   16.420   16.412    0.006    0.003    0.004    0.007
 3-113464287 191.75204  13.27032   15.756   15.162   14.969   14.885    0.005    0.003    0.003    0.006
 3-11346483  286.00209  34.12143   15.112   15.058   15.113   15.176    0.004    0.003    0.004    0.005
 3-113468971 166.86223  11.95350   15.186   14.270   13.902   13.739    0.014    0.007    0.006    0.007
 3-113469368 164.96312  10.48027   15.518   14.701   14.331   14.155    0.006    0.006    0.006    0.003
 3-113576599 207.21482   0.21228   16.554   16.517   16.583   16.631    0.005    0.007    0.005    0.007
 3-113585009 166.68762  12.27809   15.448   14.556   14.178   14.009    0.003    0.005    0.004    0.003
 3-113585039 166.55729  12.15979   16.504   15.302   14.634   14.328    0.005    0.009    0.004    0.003
 3-113585095 166.23598  11.83592   15.153   14.606   14.354   14.231    0.003    0.008    0.002    0.006
 3-113585139 166.08552  11.77853   15.139   14.650   14.453   14.382    0.005    0.006    0.006    0.004
 3-113585375 164.84534  10.63878   15.674   14.755   14.435   14.272    0.002    0.006    0.007    0.001
 3-113585382 164.81152  10.60757   15.576   15.194   15.080   15.055    0.001    0.002    0.002    0.002
 3-113585405 164.72342  10.53477   14.923   14.309   14.036   13.893    0.006    0.007    0.012    0.004
 3-113585414 164.75900  10.46694   16.374   15.761   15.528   15.447    0.007    0.004    0.002    0.004
 3-113692999 207.10811   0.61472   17.151   15.978   15.442   15.166    0.009    0.019    0.006    0.010
 3-113696353 193.39967  12.36693   15.147   14.387   14.064   13.897    0.003    0.002    0.005    0.002
 3-113696410 192.93544  12.83220   16.228   15.853   15.731   15.717    0.004    0.007    0.005    0.004
 3-113701547 166.22288  11.99941   14.719   14.250   14.059   13.982    0.002    0.006    0.004    0.003
 3-113701574 166.08027  11.86243   15.655   14.660   14.251   14.048    0.004    0.003    0.013    0.007
 3-113701629 165.71793  11.81593   14.609   14.203   14.070   14.009    0.002    0.003    0.004    0.003
 3-113701746 165.06949  11.12674   14.816   14.151   13.889   13.767    0.008    0.008  999.000    0.007
 3-113701796 164.96679  10.90428   15.025   14.360   14.141   14.057    0.002    0.002    0.003    0.003
 3-113701809 164.77218  10.78503   16.222   15.110   14.638   14.417    0.004    0.007    0.006    0.005
 3-113814042 193.21351  12.91062   14.857   14.307   14.090   13.992    0.006    0.003    0.002    0.004
 3-113814237 192.30847  13.56291   15.505   14.513   14.125   13.945    0.005    0.006    0.006    0.003
 3-113819271 165.80965  12.04071   15.496   15.080   14.971   14.937    0.022    0.005    0.003    0.001
 3-113940806 165.32031  12.07423   14.767   14.316   14.144   14.092    0.003    0.004  999.000    0.004
 3-113940978 164.75221  11.41017   17.348   16.156   15.148   14.686    0.005    0.003    0.003    0.003
 3-114066177 165.29167  12.24854   14.697   14.214   14.031   13.932    0.008    0.004    0.003    0.005
 3-114192026 165.07081  12.30106   15.115   14.788   14.675   14.641    0.005    0.006    0.005    0.004
 3-115398787 222.08979  -8.17059   16.476   15.302   14.722   14.425    0.002    0.003    0.003    0.001
 3-115398949 221.84108  -7.80787   16.335   15.172   13.902   13.333    0.006    0.004  999.000  999.000
 3-115399024 221.77530  -7.79804   16.541   16.712   16.893   16.972    0.004    0.007    0.003    0.004
 3-115399085 221.55778  -7.60997   17.451   17.718   17.931   18.027    0.010    0.004    0.005    0.007
 3-115541212 222.29039  -8.03052   16.243   15.007   14.272   13.924    0.006    0.006    0.001    0.003
 3-115541396 221.98623  -7.83856   16.704   15.447   14.671   14.316    0.004    0.002    0.016    0.005
 3-115541542 221.62202  -7.40996   16.985   15.745   14.909   14.514    0.007    0.014    0.015    0.011
 3-115683634 222.85072  -8.32080   16.955   15.780   15.014   14.647    0.005    0.005    0.005    0.004
 3-115684020 222.11753  -7.54070   16.748   15.541   14.665   14.299    0.020    0.007    0.009    0.009
 3-115827066 223.29071  -8.15220   16.853   16.654   16.925   16.927    0.150    0.056    0.059    0.025
 3-115827100 223.16000  -8.29039   17.194   17.130   17.180   17.211    0.005    0.004    0.004    0.007
 3-115827283 222.80175  -7.95989   16.936   15.720   14.874   14.475    0.002    0.003    0.005    0.004
 3-115827493 222.45807  -7.53196   15.069   15.192   15.362   15.441    0.006    0.004    0.005    0.005
 3-115827598 222.05878  -7.29397   14.983   14.967   15.040   15.073    0.003    0.006    0.003    0.002
 3-115827609 222.17643  -7.32804   15.733   15.870   16.061   16.176    0.004    0.002    0.015    0.002
 3-115827660 221.97979  -7.22538   16.650   15.475   14.827   14.524    0.005    0.006    0.002    0.008
 3-115827874 221.49672  -6.84807   16.063   14.913   13.698   13.167    0.006    0.003  999.000    0.010
 3-115973186 222.44653  -7.33377   16.639   15.371   14.577   14.216    0.004    0.002    0.005    0.001
 3-115973745 221.63937  -6.43767   14.557   14.704   14.879   14.979    0.004    0.002    0.005    0.005
 3-116121081 222.94843  -7.43672   16.197   14.960   14.033   13.640    0.004    0.007    0.001    0.011
 3-116121416 222.57837  -6.92775   17.198   17.345   17.510   17.622    0.003    0.004    0.004    0.007
 3-116121822 221.67795  -6.28097   15.656   14.423   13.717   13.388    0.004    0.003    0.006    0.006
 3-11618321  286.13813  34.19040   17.015   17.241   17.481   17.709    0.004    0.005    0.004    0.009
 3-11618589  286.40036  34.28766   16.360   16.210   16.236   16.273    0.003    0.003    0.003    0.002
 3-116268381 223.49879  -7.47392   16.513   15.276   13.822   13.150    0.007    0.001    0.012  999.000
 3-116268429 223.41471  -7.38953   16.638   16.547   16.578   16.611    0.008    0.008    0.009    0.003
 3-116268475 223.37163  -7.58675   16.905   15.680   14.608   14.110    0.021    0.021    0.011    0.006
 3-116268646 223.21206  -7.20590   16.171   14.906   13.953   13.514    0.005    0.002    0.002  999.000
 3-116268805 222.61417  -6.76649   16.891   15.613   14.740   14.332    0.002    0.004    0.003    0.005
 3-116268826 222.52270  -6.72815   15.901   14.678 -999.000   13.115    0.004    0.004  999.000  999.000
 3-116269143 221.79499  -6.12524   15.111   15.206   15.328   15.380    0.006    0.005    0.003    0.003
 3-116269170 221.86182  -6.05379   16.419   16.470   16.579   16.628    0.004    0.007    0.002    0.004
 3-11634314  290.82798  38.80428   15.994   15.379   15.167   15.062    0.005    0.007    0.004    0.001
 3-11634603  290.76448  39.08633   13.933 -999.000 -999.000   12.615    0.004  999.000  999.000  999.000
 3-116417820 223.81820  -7.58942   16.722   15.459   14.756   14.406    0.008    0.007    0.005    0.005
 3-116418319 222.93729  -6.74744   14.884   15.021   15.171   15.260    0.004    0.003    0.003    0.002
 3-116418349 222.57881  -6.56691   15.493   14.256 -999.000   12.941    0.003    0.002  999.000  999.000
 3-116418426 222.53632  -6.53714   15.869   16.019   16.227   16.360    0.003    0.003    0.004    0.006
 3-116418598 222.17483  -6.05075   16.689   15.438   14.619   14.233    0.003    0.004    0.012    0.024
 3-116569091 223.93874  -7.26704   16.780   15.547   14.648   14.229    0.008    0.006    0.004    0.002
 3-116569186 223.61285  -7.00550   16.984   15.683   14.731   14.182    0.008    0.021    0.017    0.037
 3-116569355 223.24023  -6.78796   16.926   15.694   14.447   13.863    0.003    0.010    0.002    0.001
 3-116569409 223.11618  -6.54783   16.245   14.965   14.071   13.652    0.006    0.002    0.003    0.007
 3-116727640 222.98563  -6.30552   15.637   14.466   13.356 -999.000    0.003    0.002  999.000  999.000
 3-118212920 179.11339  34.08346   15.131   14.628   14.481   14.446    0.004    0.003    0.003    0.007
 3-118212956 178.95739  34.17502   16.205   15.664   15.457   15.380    0.006    0.005    0.003    0.005
 3-118387003 179.08373  34.70895   16.034   15.652   15.535   15.498    0.005    0.004    0.004    0.005
 3-118564526 179.11726  34.83029   15.474   15.169   15.058   15.028    0.004    0.003    0.006    0.005
 3-118564617 178.85470  34.64571   15.587   15.274   15.170   15.140    0.011    0.002    0.004    0.007
 3-118564742 177.90230  33.55460   15.935   14.851   14.284   14.027    0.009    0.013    0.003    0.006
 3-118743745 178.84420  34.90580   15.779   15.328   15.185   15.137    0.008    0.002    0.003    0.003
 3-118743782 178.50698  34.71124   16.199   15.875   15.755   15.737    0.008    0.007    0.002    0.004
 3-118743818 178.44265  34.60174   14.543   13.955   13.717   13.621    0.010    0.004    0.004    0.003
 3-11883855  284.83671  32.23211   16.305   16.394   16.546   16.600    0.003    0.005    0.001    0.003
 3-11887747  286.13402  33.49293   14.941   14.820   14.868   14.927    0.003    0.003    0.002    0.003
 3-118923536 178.82329  35.36233   16.159   15.839   15.719   15.708    0.010    0.005    0.001    0.002
 3-11903387  290.13763  37.93220 -999.000 -999.000 -999.000 -999.000  999.000  999.000  999.000  999.000
 3-11903469  290.13850  37.83667   14.622   13.660   13.240 -999.000    0.007  999.000  999.000  999.000
 3-11904173  290.29194  37.83358   15.681   14.650   14.305   14.032    0.004    0.003  999.000    0.006
 3-11905984  290.80513  38.39258   15.319   14.695   14.440   14.339    0.004    0.004    0.002  999.000
 3-11906206  290.73969  38.41411   13.994 -999.000 -999.000   12.956  999.000  999.000  999.000  999.000
 3-11907390  291.03001  38.78540   16.002   15.467   15.250   15.124    0.007    0.006    0.004    0.006
 3-119107817 178.16928  35.14145   16.466   15.866   15.649   15.551    0.006    0.008    0.006    0.004
 3-119295900 176.63131  33.68265   16.074   14.861   13.960   13.572    0.009    0.003    0.011    0.014
 3-119484974 176.18845  33.58384   16.711   15.482   14.584   14.171    0.002    0.008    0.005    0.007
